formula,theoretical
YErZn2,TRUE
Li3(WO3)8,TRUE
NdTlP2S7,FALSE
MgTi3(P2O7)2,TRUE
LuFeGe2,FALSE
Na3TaTi(SiO4)3,TRUE
CsRb2AsBr6,TRUE
Tm(AlFe)6,TRUE
ZnCrSiO5,TRUE
Ba7Al10,FALSE
K7(Si2Te5)4,TRUE
Sr(GdS2)2,TRUE
PmAlCu2,TRUE
Ba2Tl2Cu2HgO8,TRUE
Rb2Be2Zn(O3F4)2,TRUE
CaSb2H2F14,FALSE
La3AlNiS7,FALSE
NbAlFe2,TRUE
Y3Si3Pd2,FALSE
Nb5Ge2B,FALSE
Au3Br,TRUE
Hf2(Ni7B2)3,FALSE
Eu2Sn5Au2,FALSE
KMg6CoO8,TRUE
U2SiO10,FALSE
Na2BiAu,FALSE
Cu4Bi7S12,FALSE
MgH6S2O3,TRUE
OsSeS3Cl4,FALSE
Li2Fe3BiO8,TRUE
Tb2Nb2O7,TRUE
La2AgSn,TRUE
K2TmPCO7,TRUE
FeB6(CO)4,FALSE
Os4C16NO12,FALSE
Sb2Au,FALSE
MgNiWS4,TRUE
Lu5Ni2Bi,TRUE
Ba2YBiO6,FALSE
Y(CrFe2)4,TRUE
U2Fe3Si,TRUE
MgMn3SbO8,TRUE
LuGaRh2,TRUE
MgCu4As2(ClO4)2,TRUE
Sr7CaTi8O24,TRUE
Lu6Ga19Pd3,TRUE
SrI2O15,TRUE
SrNb2CuClO7,TRUE
Sb3Cl9OF4,TRUE
CeReO4,TRUE
Th3Sn13Os4,TRUE
Eu7Au3,FALSE
NbGeRu2,TRUE
Si6C8N2Cl4O3,TRUE
Pr(Al5Os)2,TRUE
Li4V3OF11,TRUE
Sb2XeF12,FALSE
CrH14N3O8,TRUE
LaZn11,FALSE
Mg3ScZn8,TRUE
VCoSb,FALSE
KDyH2S2O9,FALSE
Na2InGaSi(SO6)2,TRUE
Ca5La10Mn14(NiO24)2,TRUE
Tb3Ga8Ag3,FALSE
Sr2LiCoN2,FALSE
BaPr2PdO5,FALSE
Li2FeSi4O11,TRUE
Tm2RuAu,TRUE
Rb3NiF6,TRUE
TbSiPd2,FALSE
Cu(N3Cl)2,FALSE
Nd6Mn16Ni7,FALSE
NaAlH12(SO7)2,FALSE
Ho3Co2Si7,TRUE
Rb3TaS4,FALSE
HoAgHg2,TRUE
Hf3(NbGe2)2,TRUE
Yb2CdSn,TRUE
K2YNb5O15,FALSE
CaHo2Cu(SiO3)4,TRUE
RbVPO6,FALSE
TiV15O24,TRUE
TiNi2Sb,FALSE
Tb2MnCrO6,TRUE
Li9Fe7(PO4)12,TRUE
Zr2Ir,FALSE
K2BaV2ClO7,TRUE
Ta5Ge2B,TRUE
MgCd2(ClO2)6,TRUE
Cd5(SiN3)2,TRUE
Cs2LiBiBr6,TRUE
La2AgOs,TRUE
NaTaTiSi(PO6)2,TRUE
Na4H8PdPt,TRUE
MgVCl2O,TRUE
La3HfSb5,FALSE
Li2MgZr2H4(OF3)4,TRUE
Li5Ti3V2(PO4)6,TRUE
Tm3Co4Ge13,FALSE
Ba2ScTi2BiO9,TRUE
U2Al3Si,TRUE
Hf3Sb7Pd,FALSE
RbBa2Ni2F9,TRUE
SrCuN,FALSE
KLaDyFeO6,TRUE
Nd2BiO2,FALSE
BaBi3,FALSE
LaGaS3,FALSE
Ga2O3,FALSE
Ce2InCuSe5,FALSE
NaLa2TaTi2O12,TRUE
KCr2FeHO8,TRUE
Li2Cr3(CuO6)2,TRUE
Na10Nb2In6Si7S5O48,TRUE
Na2AlInSi(SO6)2,TRUE
Na3Fe5O9,FALSE
LiCoCSO7,TRUE
Zn3Si4(MoO7)2,TRUE
Na10Ta2Al6Si7S5O48,TRUE
Sc2TlMo,TRUE
Rb3SmF6,TRUE
K5In3F14,FALSE
K2NaNb3O9,TRUE
Al4Cu9,FALSE
LiLa2RuO6,FALSE
Cs5Hg19,FALSE
Nd(CoGe)2,FALSE
TcRh,TRUE
Nd2Co3,FALSE
Nd2Fe17,FALSE
Li3Cd,TRUE
Tc3Ir,TRUE
Tb2Ge3,TRUE
NiH20Se2(NO7)2,FALSE
Zr6BI12,FALSE
YMnSn2,FALSE
Ba5B4O11,FALSE
Na30Ca8Nb16Si27(SO16)9,TRUE
Sr(NiSb)2,FALSE
Sr2MgCuO3,TRUE
CrTcGe2,TRUE
Sr2PrVO6,TRUE
Rb2NbF6,FALSE
MnV2O4,FALSE
Eu(CoP)2,FALSE
NdAl6Si30(N15O)3,TRUE
Co4TeO8,TRUE
W3NO9,TRUE
AlTeCl7,FALSE
Y5Tm11O24,TRUE
La19Mn19O60,TRUE
U(MoO5)12,TRUE
La2US5,FALSE
K2NaInCl6,TRUE
Cd3As,TRUE
MnH10SeO9,FALSE
Rb2LaCl5,TRUE
MgCrGaS4,TRUE
CoAu2(CN)4,FALSE
K2FeNi(CN)6,FALSE
AlFePO5,FALSE
Rb3(SO4)2,FALSE
Y7Rh3,FALSE
BaMgTiO3,TRUE
XeNO2F5,FALSE
KH2CN5,TRUE
Li3Y3(TeO6)2,TRUE
La2CdIr,TRUE
Na4CO4,TRUE
KV2Fe(AgO4)2,FALSE
CsRb2YF6,TRUE
SrZnSn(PO4)2,TRUE
SrLiTa2O6F,TRUE
Sn15Os3O14,FALSE
TePdO3,TRUE
MgSnRh2,TRUE
Hg3P,TRUE
NaAl3NiCl12,FALSE
DyVO3,FALSE
YRh3C,FALSE
CdNiO2,TRUE
Dy4Mo4O11,FALSE
TaTiTe4,TRUE
Sr2AlGa3,TRUE
Sc(VSi)5,TRUE
HgN,TRUE
MgMn2Co5O12,TRUE
Nb3Cr(PO4)6,TRUE
Na2Cu3H8(CO2)8,FALSE
Na3Nb3GaSi3(PO8)3,TRUE
LuCl3,TRUE
KMg2AlFe(SiO4)3,TRUE
MgV2Ni(TeO5)2,TRUE
InAg4,TRUE
CaAcHg2,TRUE
Pr5Zr3(Ni4As3)4,FALSE
Ce2Ga5Cu3,TRUE
Dy3Pt4,FALSE
GaReTc2,TRUE
NaLiMg30O31,TRUE
TiZnPt2,TRUE
HoFe2,FALSE
AlPd2,FALSE
Fe11Mo6C5,FALSE
Mg6CrNiO8,TRUE
RbPr(WO4)2,TRUE
Lu2(Ga3Co)3,FALSE
Na4Eu2GeP4,TRUE
KSrYWO6,TRUE
K5P2Au,FALSE
Ce2AgGe6,TRUE
ZrSiPt,FALSE
NiH6(SO6)2,TRUE
Ag25(BiO6)3,FALSE
Pr3Se3N,TRUE
U2Cu(GeO9)2,FALSE
Ho(CoGe)6,FALSE
ScSiAg,TRUE
Zn2BiO6,TRUE
Ba3GeO,FALSE
Re4Pb4O13,TRUE
Pr6Mn23,FALSE
DyErMn4,TRUE
Na2Nb5Al3Si6(SO8)6,TRUE
Na5Nb3AlSi5PO24,TRUE
Li4Ni3Sn(PO4)4,TRUE
PrZnGe,TRUE
Zn3Cu2(GeO4)3,TRUE
NaCa5ScZn5(SiO3)12,TRUE
SrBNO,FALSE
TmAl2,FALSE
KTaWO6,TRUE
K(OsO3)2,FALSE
RbYbO3,TRUE
Nd2TeO6,FALSE
Li3Fe4P9O32,TRUE
BaAlCuSnO5,TRUE
SrCaPb,FALSE
Sn3P,TRUE
MgCo2(HO2)2,TRUE
AlCu4SbPb6S2(Cl2O13)2,FALSE
DySi,FALSE
Pr2Ga5Cu3,TRUE
NaInSn4,TRUE
TiGaP(SO6)2,TRUE
Li9Ta11N20,TRUE
ZrGaAu,FALSE
ZnCr3,TRUE
ZrZn2Pd,TRUE
LuTe2,FALSE
Zn7Sb8Ru9,FALSE
Ba2Ca3Tl2(CuO3)4,FALSE
U3Ag6Mo5O27,FALSE
MgMn2(PO4)2,TRUE
Nd11Ti16O48,TRUE
VInRu2,TRUE
NiRhF6,FALSE
Mg6ZrFe,TRUE
TeH6S(NO5)2,TRUE
La3Mg2(WO6)2,TRUE
SrSiH2F6,TRUE
KRb2ScBr6,TRUE
Nb6AlSb,TRUE
NpAu3,TRUE
Cd4Bi2O7,TRUE
CsIn3,FALSE
LiTiO2,FALSE
LaInW,TRUE
Dy3In,TRUE
K2AgBiI6,TRUE
EuBeO3,TRUE
MnH10S2(NO2)4,FALSE
ZnCr2(SeS)2,TRUE
MgSiP2,FALSE
CsYbCoSe3,FALSE
RbCa(FeAs)4,FALSE
AsF5,FALSE
Lu2AlSi2,FALSE
Pu2Si4Tc3,FALSE
BaCu2(HgO2)2,TRUE
Na3V5(H12O13)2,FALSE
Na5Ca2Al(PO4)4,FALSE
CsSrMg14,TRUE
H8AuC2S2N4Cl,FALSE
Sr3Sc2(GeO4)3,TRUE
NaMg14Zn,TRUE
Li4V3Co2Sb3O16,TRUE
CaNiP2WO9,TRUE
HfSiW,FALSE
KAsW2O9,FALSE
K6Co2O5,FALSE
Fe3NiSb2(PO4)6,TRUE
Pr2MnP2O,TRUE
NdPt2,FALSE
BaZnP2O7,FALSE
Na2TlHgF6,TRUE
TlB(CN)4,FALSE
VNiH14(O2F)4,FALSE
Ho2FeSi2,TRUE
K2MoAuF6,TRUE
RbNiN,TRUE
KLiSnO2,TRUE
Ba3La2C5O15F2,FALSE
LaGeIr,FALSE
KMg30GaO32,TRUE
V16Ag7O40,TRUE
TiFe2Ge,TRUE
DyTmHg2,TRUE
NdY3Zr4O14,TRUE
Ti4CuAg,TRUE
Cd2P2O7,FALSE
NaSrMnBiO6,TRUE
Li5MnHO4,TRUE
Na3Sr7Ta3Ti7O30,TRUE
K2Pd,TRUE
Fe3SiN4,TRUE
InGaBr4,FALSE
YGePd2,FALSE
Cr5(Si2O7)2,TRUE
SiBHC3NCl2,FALSE
LaCrMoO6,TRUE
Na10Ca2Hf6Si7S5O48,TRUE
BaSiPd,FALSE
HoIn7Cu5,TRUE
LiThPt2,TRUE
Nd(Ga3Co)3,TRUE
Li2MgCdP2,TRUE
SnSeS,TRUE
ScTlCd,TRUE
TbYbHg2,TRUE
Ti2CrO5,FALSE
Fe3(BrO2)8,TRUE
ScZn2Au,TRUE
Li4Y3ZrO8,TRUE
Ga3Te,TRUE
Pr2AgRu,TRUE
Lu5Re2C7,FALSE
Ba4Ca(RhO3)4,TRUE
Rb2SnO3,TRUE
Ba(NaSi2)2,TRUE
Tl3PO4,FALSE
P2H4RhO9,FALSE
Ca2YMoO5,TRUE
Na4MgZr3(PO4)6,TRUE
NaLiFe2(SiO3)4,TRUE
MgGe2(WO4)2,TRUE
Na2SiF6,FALSE
Ba3GaSb3,FALSE
Tm2Ga3Ni,TRUE
Mg17Al11Cd,TRUE
GdCo4Si,TRUE
Na2Ca3B5H2S2ClO18,FALSE
Mn6PO12,TRUE
BaTm2CuO5,FALSE
TiI3,FALSE
Li2SnBi,TRUE
Cu6PbO8,FALSE
Ba2InBiO6,TRUE
Tb3Bi,TRUE
Mn3Zn2O8,TRUE
Dy3VH3O8,TRUE
ZrSiO4,FALSE
GdGeRu,FALSE
Ho(Bi3O5)4,TRUE
La3(ReO5)2,FALSE
LiEu6B3O14,TRUE
Er(GaFe)6,FALSE
CaP2W2O9,TRUE
TaAlFe2,TRUE
V6O11F,TRUE
Li3Cu4SbO8,TRUE
Sr4BrN2Cl,TRUE
CsBPb(IF2)2,TRUE
CaAsNO11,TRUE
HC9N10Cl7,TRUE
Ca2GeO4,FALSE
Ca5Y7Al16Cr2(SiO24)2,TRUE
LiZn(CoO2)4,TRUE
PaO3,TRUE
TlCoNiS2,TRUE
Li4Cr3Cu2Sb3O16,TRUE
Nd2Se2F,TRUE
Ca3Mn3(AsO4)4,TRUE
Na7Bi3P12(Pb5O24)2,TRUE
CaMg6CO8,TRUE
Al14(CuS8)3,TRUE
Eu(BiPd)2,FALSE
EuPSe3,FALSE
La2Zn17,FALSE
Na3Be,TRUE
K2CeF6,TRUE
Ti2FeTc,TRUE
MnSO4,FALSE
Na12TaZn5(PO4)9,TRUE
CaZrSi3H4O11,TRUE
CoSn2,FALSE
Ba2La2Mn4O11,TRUE
NdO3,FALSE
SmInCu2,FALSE
Sr3Ge2(B3O8)2,FALSE
BaPt2,FALSE
GdInO3,TRUE
Na6Zn3GeP4(SO12)2,TRUE
Na6Hf4Zr4Si7S5O48,TRUE
Mn11In25O48,TRUE
Rb2Nb2O5,TRUE
SmBr,TRUE
Na3Zr2In2P5SO24,TRUE
Tb10Mn13C18,FALSE
SrSn(BO3)2,FALSE
TmNiGe,FALSE
Ca3Ge3(MoO6)2,TRUE
KSr3,TRUE
Eu2ZrTiO6,TRUE
NaH2N,FALSE
V4Ni2O9,TRUE
Ta2PtSe7,FALSE
Ba2CrMoO6,TRUE
Mn3(Al2Si)2,TRUE
MnOF2,TRUE
Ca7(B7Rh10)2,FALSE
Bi2Rh,FALSE
Ho3Se3N,FALSE
Co2PHO5,FALSE
Pr3IrBr3,TRUE
CuSi2H18C9O2,FALSE
Ce(CuSb)2,FALSE
YAgPd2,TRUE
Er3Cu11Si4,TRUE
Na4Ti3ZnSi3(SO8)3,TRUE
BaMgTi(BO3)2,TRUE
Nd2Fe15Co2,FALSE
Eu2SeO2,TRUE
Zn3Sb2O7,TRUE
MgMo(WS3)2,TRUE
BaSrCuBiO6,TRUE
Li3Mn3OF7,TRUE
Ca9Cr(PO4)7,FALSE
Sr2V2Se3O13,FALSE
NaEuSnSbO6,TRUE
U3Pt,TRUE
Dy(ZnP)3,TRUE
Ce2Fe12P7,FALSE
Li2Mg3Si2,TRUE
Tb11S16,TRUE
Li4Ni3Sb5O16,TRUE
Ta2CdO6,TRUE
NaLaTiSi(SO6)2,TRUE
Ce10US16,TRUE
NiI,TRUE
SmAsPd,FALSE
Li2CuSn2,FALSE
LiV2(PO3)5,TRUE
La(In2Ni)3,FALSE
MnCdSe4,TRUE
CuAsHO4,TRUE
CsLa(PO3)4,FALSE
TbCdPd,TRUE
SmErTl2,TRUE
La3AlCdS7,FALSE
Na2CuF4,FALSE
GaCu4,TRUE
InFe11O16,TRUE
K8UCr4(NO12)2,FALSE
PuNi3,FALSE
Hf4C3N,TRUE
Na2Y4SiS5O24,TRUE
Na2AlZnP(SO6)2,TRUE
BiAs2Os,TRUE
ErTl(WO4)2,TRUE
BaCaSi,FALSE
BaCaNdSbO6,TRUE
Si2Ni13(SbO14)2,TRUE
Ti5Zn4(TeO6)3,TRUE
Mg149Pb,TRUE
Hf9PW4,FALSE
U2MoO8,TRUE
FeAsO6,FALSE
Sr5Fe4CoO10,TRUE
Mg6GaBO8,TRUE
Li5Ti2Mn5O12,TRUE
NaYbAu2,TRUE
Ba3NaIr2O9,FALSE
PrCo(CN)6,FALSE
ReOs3,TRUE
LaNbTeO6,FALSE
Ag2IO5,FALSE
Pr3RuCl3,FALSE
La4Ti5(Si2O11)2,FALSE
Cs3EuF6,TRUE
Rb2NaTlBr6,TRUE
Na10Ca4La4Si3(S3O16)3,TRUE
PuZr,TRUE
In12Ga4Ir2O15,FALSE
V3P6WO24,TRUE
SrHf7N10,TRUE
SmGe3,TRUE
MgV4O9,TRUE
Fe(HO)2,TRUE
La4Al51W7,TRUE
BaSrSi4,TRUE
Na2RuAuF6,TRUE
BaU(SiO4)2,FALSE
YSnF5,TRUE
Na4Pu(MoO4)4,FALSE
LuUTe6,TRUE
K2(CuTe)5,FALSE
Pr(BOs)4,FALSE
SmTmO3,TRUE
Cs2VAgS4,FALSE
InOsO3,TRUE
Yb2Mg,TRUE
BaLi4NiO4,TRUE
Cs3LaN18,FALSE
Cs2PrAgI6,TRUE
LiHoSn2,FALSE
HfSiRh,FALSE
Zn5(N2O7)2,FALSE
Rb4Mg(Se2O7)2,TRUE
YCu2Bi2(SeO2)2,FALSE
MnV2P2(H4O7)2,TRUE
LiAlS2,TRUE
Ca5(BN2)3,TRUE
K3UO2F5,FALSE
RbY(BH4)4,FALSE
VB2Ru,TRUE
CrSiW,TRUE
TePtPb,TRUE
Al2NiRu,TRUE
Mn2Cr3(NO6)2,TRUE
Tl2CuI3,FALSE
Ti2Si2O5,TRUE
La6MnSb15,TRUE
Ca6MnBe4Si6HO24,FALSE
YbCdNi4,FALSE
ZnCoMo2O7,TRUE
KAu2,FALSE
AlSiNi2,TRUE
Sc2TiB2Ir5,TRUE
Tb3Fe2Si3,TRUE
HfRe2,FALSE
ZnIn2SnAs4,TRUE
KTb2Cl7,TRUE
Zr6Al16Rh7,FALSE
TlNi,FALSE
TbTa3,TRUE
Tl3SnI5,TRUE
TbCuPb,FALSE
Al2H32S3O28,TRUE
Cd2S3(NO6)2,FALSE
H19C6N7O4,FALSE
Mo,FALSE
LaY,TRUE
Ti14O7F60,TRUE
Cs3(SeO4)2,TRUE
Mg30CdCuO32,TRUE
Li3Fe2(AsO4)3,FALSE
CoH14C2(NO)12,FALSE
Na4AlP2HO9,FALSE
WBr4,FALSE
MgTi2Zn4O8,TRUE
CsDy2Ag3Te5,FALSE
Ba2TbMgSbO6,TRUE
SmHfO14,TRUE
VH2SeO5,FALSE
Fe2Co4Ge2(CO)21,FALSE
NdEr3,TRUE
Cu3(BiI4)4,TRUE
TmU3,TRUE
Sm2FeSi3,TRUE
SrSbO3,TRUE
YTi4(CuO4)3,TRUE
ErTmHg2,TRUE
Pb5(SI3)2,FALSE
NaCa3Fe4(SiO3)8,TRUE
Tm11Cd45,FALSE
RbNd(WO4)2,FALSE
ScCoO3,TRUE
KMnO4,FALSE
TmGe,FALSE
H3Pd4,TRUE
Li3Cr5O10,TRUE
Ca2N,FALSE
Cs2AlHgBr6,TRUE
Eu2H3Br,FALSE
Lu2CoCu,TRUE
YbGaCuO4,TRUE
Ba2SmMgCu3O7,TRUE
EuTe2Pb,TRUE
Co3P3O11,TRUE
MnSb2H18(Se2N3)2,FALSE
P3N3O14,TRUE
KSnBr3,TRUE
Ce5Cu19P12,FALSE
Na3RhF6,TRUE
Mn11ZnO16,TRUE
LiPaO3,TRUE
Sc9Te2,FALSE
LiCa2NiN2,TRUE
NiH44C12(N5O8)2,FALSE
CdP4,FALSE
Ho(BRu)2,TRUE
Ba3Y2Cu2PtO10,FALSE
Sr5CaCu4(BiO2)4,TRUE
CsK2VF6,TRUE
SbTeN,TRUE
Na3InSiSn(PO6)2,TRUE
Np(CrSi)2,FALSE
Mo2C,FALSE
InRe4H8NO20,FALSE
Na8Zr6BBr20,TRUE
KDyO3,TRUE
Al2ZnO4,FALSE
Ni5P2,FALSE
Yb3GaC,FALSE
NaAsO3,FALSE
Pu2SnHg,TRUE
LiZrPd2,TRUE
Ca2MnFeSi4(HO3)5,TRUE
Ba3Tm4O9,FALSE
TcC4NO4,TRUE
Al2Mo3,FALSE
Eu2Ge,FALSE
Li2TiFe2O5,TRUE
Ti3Nb(AlC)2,TRUE
Na3FeSiCO7,TRUE
MnBe2Ir,TRUE
Rb2LiBiF6,TRUE
Sb2H5C3SCl6O5F3,FALSE
Ce(BIr)4,FALSE
Ce4Ru,TRUE
MnTeC5O6F5,FALSE
La2Sb3Au,TRUE
Ta12Al4CoC,TRUE
ZrNF,TRUE
P2Pb4SO12,TRUE
K2CoSe2,FALSE
Ce2CdPt2,FALSE
CoH2(CO2)2,FALSE
Sc(VGa2)2,FALSE
TiMnV,TRUE
BiSeClO3,FALSE
Y3GaCo3,FALSE
LiZnO2,TRUE
MgTl6C2(O3F)2,TRUE
YFe3F15,TRUE
Sr8Ga16S31,TRUE
ZnMoAsO5,TRUE
Mg6ZrCr,TRUE
Mg2Al5Cu6,FALSE
NaAs,FALSE
BaPrCu2O5,TRUE
NaInH6(SeO4)2,TRUE
KSn,FALSE
BaFe3(PO4)3,FALSE
BaC7N10,TRUE
La(PRh)2,FALSE
Fe6CuP4(H4O7)4,TRUE
Lu3O2F5,FALSE
Ta3Ir,TRUE
MgNi2Sb,FALSE
LiNiF3,TRUE
PmEr3,TRUE
Eu2CoPtO6,TRUE
NaCo3,TRUE
Pr(C2N3)3,FALSE
Yb2InGe2,FALSE
Ti2FeIr,TRUE
Rb2InAuI6,TRUE
CuSi2P3,TRUE
Cs2SCl6F,TRUE
Lu(Mo3Se4)2,FALSE
CeInCuAg,TRUE
NpSc3,TRUE
KMg6P7O24,FALSE
K2PtS6,TRUE
Cs2Mg(FeS2)2,TRUE
Na6La6Nb2Si5S7O48,TRUE
Na3P,FALSE
AlIn(CuSe2)2,TRUE
SeNO4,TRUE
Dy(CuSi)2,FALSE
LaNi2B2C,FALSE
SmMgTl,FALSE
CsSn,FALSE
CuBi2Se2O,TRUE
HoMg3,TRUE
UZn3,TRUE
S2NO9,FALSE
Zr(GaFe)6,FALSE
SrAuO3,TRUE
Li2FeBPO7,TRUE
MnIn2(SeS)2,TRUE
SmH32C8N4Cl7,FALSE
Rb2U(BrO)4,FALSE
Na2La3TaP4(SO12)2,TRUE
EuMnO3,FALSE
Rb3Nb20O34,TRUE
Er9MnS14,TRUE
Sr3EuRhO6,FALSE
Pr2Cl3O16,TRUE
HfTe7SeCl6,TRUE
YAg,FALSE
CaCu(GeO3)2,FALSE
CrCo2Si,TRUE
Ba(ReN2)2,TRUE
Mg6CrSn,TRUE
TeWSe,TRUE
In2AsP,TRUE
W2SeS3,TRUE
SmPPt,FALSE
Ce10Si8O3,FALSE
Ba3Si3N5ClO,TRUE
Cs10Si7O9,FALSE
LiPmHg2,TRUE
Dy2Pt,FALSE
Na15Nb4Zn8P15(SO24)3,TRUE
HfScPd2,TRUE
Nb3Ga2,FALSE
ScH3(CO2)3,FALSE
Bi2PbSe4,TRUE
CsKMg6,TRUE
Nd(FeB)4,FALSE
Pu(N4O9)2,FALSE
KErHSe2O9,FALSE
Os3C12(IO6)2,FALSE
Mo2H5C5N3O14,FALSE
Co2CuGe,TRUE
HfCd,FALSE
Sr3TiN3,TRUE
C37F21,FALSE
Lu2CoGe2,FALSE
Zr2Nb3Ge4,FALSE
Rb2NaMoI6,TRUE
Ba2MgCrMoO6,TRUE
MgFe4(CoO6)2,TRUE
Mg2Mo2O5,TRUE
HoVO4,FALSE
Nb2Tl3CuSe12,FALSE
KSrTbBiO6,TRUE
HoCuTe2,TRUE
Th2Te3MoO13,FALSE
KEuZrBiO6,TRUE
C4Cl5,TRUE
LiMg3P3O11,FALSE
Na6Nb4In4Si7S5O48,TRUE
La10(Si2O9)3,TRUE
NdTc3,TRUE
NdInCu2,FALSE
Lu(SiPt)2,FALSE
TlPt3O4,TRUE
MgCuPt2,TRUE
Pt(NF3)2,FALSE
In3NF10,TRUE
Mg7GeN6,TRUE
K2Mg2Si2O7,FALSE
Li3TiMn4O8,TRUE
CaCoBiO5,TRUE
Sr(ZnN)2,TRUE
PrSiIr,TRUE
HfSiPd,FALSE
LiAgHg2,TRUE
Li4Ti3V3(TeO8)2,TRUE
Mg30FeCuO32,TRUE
KBaCeMnO6,TRUE
Mg4CdAg5,TRUE
V5P3N,FALSE
TiZnCu2,TRUE
KLaZrCrO6,TRUE
ZrTiCuO5,FALSE
AgXeF9,FALSE
Hg3(NO4)2,FALSE
Sm3Ga5O12,FALSE
K2NaAsBr6,TRUE
Co21(B3Sb)2,FALSE
Na2RuO3,FALSE
SmSnRh,FALSE
BaNb6O17,FALSE
NaEuAu2,TRUE
Eu2Ge(BO4)2,FALSE
K2Na2Nd2MgNb2O10,TRUE
Sr2TaVO6,TRUE
PrNdO2,TRUE
LiCu(PO3)3,FALSE
H7AuN4O15,FALSE
SmCu4Ag,FALSE
TiMn3O8,TRUE
InPH5NO5,FALSE
Li4V5Cu3O16,TRUE
Sr(AsRh)2,FALSE
NdMnSi2,FALSE
TbCoSi,FALSE
Na3Zn2(WO4)3,TRUE
MgCr4O6,TRUE
Mg17Al11Pt,TRUE
CsCrH24(SO10)2,FALSE
Cs4Ti3S14,FALSE
KAs4ClO6,FALSE
Ti2CrTe4,TRUE
Cr(SbO3)2,TRUE
SrLaCl5,TRUE
Ba(MoSe)3,FALSE
Rb3Hg2S3ClO12,FALSE
Ag6S2IBr,TRUE
Mg12Fe4C2O47,TRUE
ThSi2Ni,TRUE
Ag(Mo3S4)2,FALSE
Mn(SO4)2,TRUE
PmMgAg2,TRUE
CsSnI3,FALSE
Nb4C3,FALSE
YCr5Fe7,TRUE
KP2H4PtO9,TRUE
Na3SnAsCO7,TRUE
CaBiAu4,TRUE
LaGa6,FALSE
Ho3Si13Os4,FALSE
Mn8Cl3O10,FALSE
CSeN,FALSE
Na5Sc3Sn(PO4)6,TRUE
Cu2AsO8,TRUE
C,FALSE
CsSiBiS4,FALSE
CsU(PO4)2,TRUE
MoPCl8O,FALSE
K2RbPrV2O8,TRUE
SrEr2O4,FALSE
PWO4,TRUE
Na8NbAl3Si5SO24,TRUE
NiMoO3,TRUE
Rb(NbS2)2,TRUE
BiPb3Au,TRUE
Mg14SiNi,TRUE
LaU3C8,TRUE
Zr6FeCl14,FALSE
Co(ClO3)2,FALSE
GdTiNbBi2O9,TRUE
Ca3Ti4PbO12,TRUE
Li4GeS4,FALSE
K2LiPrCl6,TRUE
La2MgIrO6,FALSE
KNaAs6(PbO3)8,TRUE
Li6Mn9(PO4)8,TRUE
BaCaGaBiO6,TRUE
V3Fe2Co(PO4)6,TRUE
Ce6Mg23Sn,FALSE
PH5NO3F,FALSE
Tb2Au5F21,FALSE
KSrNdFeO6,TRUE
Pr2SbO5F,FALSE
UTe2,FALSE
HfMg6Cu,TRUE
V6InS8,TRUE
NaEuTi2O6,TRUE
Cs4Fe(MoO4)3,TRUE
Cd2Sb2O7,FALSE
MgP2(HO)18,TRUE
K8Rh3(Br9O5)2,TRUE
Pd7O8,TRUE
Bi2SeO6,TRUE
K2ZnCr2(H2O5)2,FALSE
PClOF2,FALSE
Mg14MnW,TRUE
BaSrYSbO6,TRUE
NbV2Os,TRUE
Na4Al3Ge3O13,TRUE
Ce2(Zn2Ge)3,FALSE
Ba2ScIrO6,TRUE
HoMoO4F,FALSE
Zr5CdSb2,TRUE
Mg5Mn3,TRUE
HoRe2SiC,TRUE
Na6Si7Ge8S5O48,TRUE
Na3Ti2Ga2P5SO24,TRUE
Na4Ca4Be4AlSi7(O6F)4,TRUE
TiCr2,FALSE
MgZrN2,TRUE
Rb3EuCl6,TRUE
SrMg(SbO3)2,TRUE
CsVCuF6,TRUE
LaTb3(Mo2O7)2,TRUE
NaU2Cl6,TRUE
La2TlHg,TRUE
KTlHg2,TRUE
Zn3Fe2O7,TRUE
AlZnB5H16C4(N2O5)2,FALSE
Zn2Co4P4O23,TRUE
ReH12C4NO4,FALSE
Ba3La7Mn(Co3O10)3,TRUE
Ta(Mo2S5)2,TRUE
Nb3AlFe8,TRUE
Ca4Be4P4O17F3,TRUE
Ca3Si4(AgO7)2,TRUE
LiH8C4O5F9,FALSE
Cs2LuAgCl6,TRUE
ThCrS3,FALSE
SrLaAlO4,TRUE
Ba2YPaO6,TRUE
Ba5P9,FALSE
Na8Ca2Nb2Si5SO24,TRUE
NaCeH2S2O9,TRUE
Cs3TaS4,FALSE
Gd2Mn(GeO3)4,TRUE
Y3Mg,TRUE
Na(Bi3O5)4,TRUE
YScS2,TRUE
LiBH34(C3N)4,FALSE
Cd2Si5N8,TRUE
BaVSi2O7,FALSE
MoSO6,FALSE
Ba8Ho3(Pt2O9)2,TRUE
TiSiAg2O5,TRUE
KZnB(H2Cl)2,FALSE
RbFe3O5,TRUE
Rb2Mo(OF2)2,TRUE
TbCoGe2,FALSE
Ta3RhS6,TRUE
CeIr3,FALSE
Tl3Cd2I7,FALSE
Sb3H18C6N,FALSE
Rb3Rh,TRUE
TbSiNi,TRUE
CsHIF7,FALSE
PmEu3,TRUE
K(NiS)2,FALSE
Cs2LiCeCl6,TRUE
ErCoNi,TRUE
Ba2TiVS6,TRUE
MnVPbO5,FALSE
Mo2Rh,TRUE
Mg14TiCoO16,TRUE
CsH4NO,FALSE
AlGaCl4,FALSE
